References,Reaction,Year
Article; Jang; Sin; Paek; Jang; Jong; Russian Journal of Organic Chemistry; vol. 56; 12; (2020); p. 2228 - 2235; Zh. Org. Khim.;,C=CC(=O)OC.N#CC(Nc1ccccc1)c1ccccc1>>COC(=O)CCC(C#N)(Nc1ccccc1)c1ccccc1,2020
"Article; Buendia, Mikkel B.; Kegnaes, S°ren; Kramer, S°ren; Advanced Synthesis and Catalysis; vol. 362; 23; (2020); p. 5506 - 5512;",COC(=O)CC(=O)OC.O=C1c2ccccc2C(=O)N1CCC/C=C/[N+](=O)[O-]>>COC(=O)C(C(=O)OC)[C@@H](CCCN1C(=O)c2ccccc2C1=O)C[N+](=O)[O-],2020
"Article; Ding, Pei-Gang; Wang, Xin; Yu, Jin-Sheng; Zhao, Qiu-Hua; Zhou, Feng; Zhou, Jian; Chemical Science; vol. 11; 15; (2020); p. 3852 - 3861;",O=[N+]([O-])C=C/C=C/c1ccc(Br)cc1.[N-]=[N+]=NC1CCCCC1=O>>[N-]=[N+]=N[C@]1([C@@H](/C=C/c2ccc(Br)cc2)C[N+](=O)[O-])CCCCC1=O,2020
"Article; Kozma, Viktoria; Fueloep, Ferenc; Sz?ll?si, Gyoergy; Advanced Synthesis and Catalysis; vol. 362; 12; (2020); p. 2444 - 2458;",CC(C)C=O.CCN1C(=O)C=CC1=O>>CCN1C(=O)C[C@@H](C(C)(C)C=O)C1=O,2020
"Article; Cheng, Pi; Liu, Wei; Wang, Lin; Wang, Wei; Wang, Xinhao; Zeng, Jianguo; Natural Product Research; (2020);",C=CC(=O)OC.CN1Cc2c(ccc3c2OCO3)-c2ccc3cc4c(cc3c21)OCO4>>COC(=O)CCC1c2c(ccc3c2OCO3)-c2ccc3cc4c(cc3c2N1C)OCO4,2020
"Article; Bittorf, Lukas; Held, Christoph; Knierbein, Michael; Reiser, Oliver; Sadowski, Gabriele; Siewert, Riko; Verevkin, Sergey P.; Weinbender, Thomas; ChemPlusChem; vol. 85; 6; (2020); p. 1292 - 1296;",CC(C)(C)OC(=O)n1cccc1C=C[N+](=O)[O-].CCOC(=O)CC(=O)OCC>>CCOC(=O)C(C(=O)OCC)[C@@H](C[N+](=O)[O-])c1cccn1C(=O)OC(C)(C)C,2020
"Article; Kozma, Viktoria; Fueloep, Ferenc; Sz?ll?si, Gyoergy; Advanced Synthesis and Catalysis; vol. 362; 12; (2020); p. 2444 - 2458;",CC(C)(C)N1C(=O)C=CC1=O.CC(C)C=O>>CC(C)(C=O)[C@H]1CC(=O)N(C(C)(C)C)C1=O,2020
"Article; Feuillastre, Sophie; Pelotier, Beatrice; Piva, Olivier; Raffier, Ludovic; Organic and biomolecular chemistry; vol. 18; 10; (2020); p. 1949 - 1956;",C=CC(=O)c1cccc(OCOCC[Si](C)(C)C)c1.CCC=O>>C[C@H](C=O)CCC(=O)c1cccc(OCOCC[Si](C)(C)C)c1,2020
"Article; Townsend, Daniel; Shankland, Kenneth; Weymouth-Wilson, Alex; Komsta, Zofia; Evans, Tim; Cobb, Alexander J. A.; Chemistry - A European Journal; vol. 26; 16; (2020); p. 3504 - 3508;",O=C1C=CCCC1.O=C1CCC(=O)C1(CC[N+](=O)[O-])Cc1cccs1>>O=C1CCC[C@H](C(CC2(Cc3cccs3)C(=O)CCC2=O)[N+](=O)[O-])C1,2020
"Article; Ha, Deok-Chan; Kim, Byeong-Seon; Lee, Min Ho; Lee, Min Ji; Shim, Jae Ho; RSC Advances; vol. 10; 53; (2020); p. 31808 - 31814;",COC(=O)C1CCCCC1=O.O=[N+]([O-])C=Cc1ccc(Cl)cc1>>COC(=O)[C@@]1([C@@H](C[N+](=O)[O-])c2ccc(Cl)cc2)CCCCC1=O,2020
"Article; Balsukuri, Naresh; Das, Aritra; Gupta, Iti; Lone, Mohsin Y.; Manav, Neha; Mori, Shigeki; Sen, Pratik; Dyes and Pigments; vol. 176; (2020);",CCCCn1c2ccccc2c2cc(C=CC(=O)c3ccc(Br)cc3)ccc21.C[N+](=O)[O-]>>CCCCn1c2ccccc2c2cc(C(CC(=O)c3ccc(Br)cc3)C[N+](=O)[O-])ccc21,2020
"Article; Han, Zhao; Lin, Xufeng; Synthesis; vol. 52; 7; (2020); p. 1131 - 1139;",O=C(CC(=O)c1ccccc1)c1ccccc1.O=[N+]([O-])C=Cc1ccccc1Br>>O=C(c1ccccc1)C(C(=O)c1ccccc1)C(C[N+](=O)[O-])c1ccccc1Br,2020
"Article; Becerril-Rodriguez, Enrique; Castanon-Garcia, Mario; Contreras-Cruz, David A.; Miranda, Luis D.; Synthesis; vol. 52; 2; (2020); p. 246 - 252;",C=C(CCC(=O)OC)C(=O)OC.COC(=O)CC(=O)OC>>COC(=O)CCC(CC(C(=O)OC)C(=O)OC)C(=O)OC,2020
"Article; Meirelis, Francine P.; Vieira, Bruna G. N.; Pereira, Vera L. P.; Synthesis; vol. 52; 23; (2020); p. 3650 - 3656;",CC(C)C[C@@H](C=C[N+](=O)[O-])N(Cc1ccccc1)Cc1ccccc1.COC(=O)CC(=O)OC>>COC(=O)C(C(=O)OC)[C@H](C[N+](=O)[O-])[C@H](CC(C)C)N(Cc1ccccc1)Cc1ccccc1,2020
"Article; Faizullina, Liliya Kh.; Galimova, Yulia S.; Salikhov, Shamil M.; Valeev, Farid A.; Chemistry of Heterocyclic Compounds; (2020); Khim. Geterotsikl. Soedin.; vol. 56; 11; (2020); p. 1434 - 1439,6;",CCOC(=O)C1CCCCCCCCCCC1=O.O=C1C=C[C@H]2CO[C@@H]1O2>>CCOC(=O)C1([C@H]2CC(=O)[C@@H]3OC[C@H]2O3)CCCCCCCCCCC1=O,2020
"Article; Faizullina, Liliya Kh.; Galimova, Yulia S.; Salikhov, Shamil M.; Valeev, Farid A.; Chemistry of Heterocyclic Compounds; (2020); Khim. Geterotsikl. Soedin.; vol. 56; 11; (2020); p. 1434 - 1439,6;",O=C1C=C[C@H]2CO[C@@H]1O2.O=C1CCCCCCCCCCC1[N+](=O)[O-]>>O=C1C[C@H](C2([N+](=O)[O-])CCCCCCCCCCC2=O)[C@H]2CO[C@@H]1O2,2020
"Article; Gzella, Andrzej K.; Kaminskyy, Danylo; Karpenko, Olexandr; Lesyk, Roman; Lozynskyi, Andrii; Yushyn, Ihor; Zimenkovsky, Borys; Journal of Molecular Structure; vol. 1217; (2020);",COc1ccc(C=CC(=O)C(=O)O)cc1.O=C1NC(=S)CS1>>COc1ccc(C(CC(=O)C(=O)O)C2SC(=O)NC2=S)cc1,2020
"Article; Ha, Deok-Chan; Kim, Byeong-Seon; Lee, Min Ho; Lee, Min Ji; Shim, Jae Ho; RSC Advances; vol. 10; 53; (2020); p. 31808 - 31814;",COC(=O)C1CCCCCC1=O.O=[N+]([O-])/C=C/c1ccccc1>>COC(=O)[C@@]1([C@@H](C[N+](=O)[O-])c2ccccc2)CCCCCC1=O,2020
"Article; Buendia, Mikkel B.; Kegnaes, S°ren; Kramer, S°ren; Advanced Synthesis and Catalysis; vol. 362; 23; (2020); p. 5506 - 5512;",COC(=O)CC(=O)OC.O=[N+]([O-])/C=C/CCCBr>>COC(=O)C(C(=O)OC)[C@@H](CCCBr)C[N+](=O)[O-],2020
"Article; Asahina, Yoshikazu; Wurtz, Nicholas R.; Arakawa, Kazuto; Carson, Nancy; Fujii, Kiyoshi; Fukuchi, Kazunori; Garcia, Ricardo; Hsu, Mei-Yin; Ishiyama, Junichi; Ito, Bruce; Kick, Ellen; Lupisella, John; Matsushima, Shingo; Ohata, Kohei; Ostrowski, Jacek; Saito, Yoshifumi; Tsuda, Kosuke; Villarreal, Francisco; Yamada, Hitomi; Yamaoka, Toshikazu; Wexler, Ruth; Gordon, David; Kohno, Yasushi; Journal of Medicinal Chemistry; vol. 63; 17; (2020); p. 9003 - 9019;",CN(C(=O)OC(C)(C)C)c1cc(F)c(/C=C/[N+](=O)[O-])c(F)c1.COC(=O)CC(=O)OC>>COC(=O)C(C(=O)OC)[C@@H](C[N+](=O)[O-])c1c(F)cc(N(C)C(=O)OC(C)(C)C)cc1F,2020
"Article; Asahina, Yoshikazu; Wurtz, Nicholas R.; Arakawa, Kazuto; Carson, Nancy; Fujii, Kiyoshi; Fukuchi, Kazunori; Garcia, Ricardo; Hsu, Mei-Yin; Ishiyama, Junichi; Ito, Bruce; Kick, Ellen; Lupisella, John; Matsushima, Shingo; Ohata, Kohei; Ostrowski, Jacek; Saito, Yoshifumi; Tsuda, Kosuke; Villarreal, Francisco; Yamada, Hitomi; Yamaoka, Toshikazu; Wexler, Ruth; Gordon, David; Kohno, Yasushi; Journal of Medicinal Chemistry; vol. 63; 17; (2020); p. 9003 - 9019;",COC(=O)CC(=O)OC.COc1ccc(C=C[N+](=O)[O-])c(F)c1>>COC(=O)C(C(=O)OC)[C@@H](C[N+](=O)[O-])c1ccc(OC)cc1F,2020
"Article; Townsend, Daniel; Shankland, Kenneth; Weymouth-Wilson, Alex; Komsta, Zofia; Evans, Tim; Cobb, Alexander J. A.; Chemistry - A European Journal; vol. 26; 16; (2020); p. 3504 - 3508;",CCC1(CC[N+](=O)[O-])C(=O)CCC1=O.O=C1C=CCCC1>>CCC1(CC([C@H]2CCCC(=O)C2)[N+](=O)[O-])C(=O)CCC1=O,2020
"Article; Townsend, Daniel; Shankland, Kenneth; Weymouth-Wilson, Alex; Komsta, Zofia; Evans, Tim; Cobb, Alexander J. A.; Chemistry - A European Journal; vol. 26; 16; (2020); p. 3504 - 3508;",CC(C)CC1(CC[N+](=O)[O-])C(=O)CCC1=O.O=C1C=CCCC1>>CC(C)CC1(CC([C@H]2CCCC(=O)C2)[N+](=O)[O-])C(=O)CCC1=O,2020
"Article; Han, Zhao; Lin, Xufeng; Synthesis; vol. 52; 7; (2020); p. 1131 - 1139;",O=C(CC(=O)c1ccccc1)c1ccccc1.O=[N+]([O-])C=Cc1ccco1>>O=C(c1ccccc1)C(C(=O)c1ccccc1)C(C[N+](=O)[O-])c1ccco1,2020
"Article; Han, Zhao; Lin, Xufeng; Synthesis; vol. 52; 7; (2020); p. 1131 - 1139;",Cc1ccc(C=C[N+](=O)[O-])cc1.O=C(CC(=O)c1ccccc1)c1ccccc1>>Cc1ccc(C(C[N+](=O)[O-])C(C(=O)c2ccccc2)C(=O)c2ccccc2)cc1,2020
"Article; Townsend, Daniel; Shankland, Kenneth; Weymouth-Wilson, Alex; Komsta, Zofia; Evans, Tim; Cobb, Alexander J. A.; Chemistry - A European Journal; vol. 26; 16; (2020); p. 3504 - 3508;",CCCC1(CC[N+](=O)[O-])C(=O)CCC1=O.O=C1C=CCCC1>>CCCC1(CC([C@H]2CCCC(=O)C2)[N+](=O)[O-])C(=O)CCC1=O,2020
"Article; Townsend, Daniel; Shankland, Kenneth; Weymouth-Wilson, Alex; Komsta, Zofia; Evans, Tim; Cobb, Alexander J. A.; Chemistry - A European Journal; vol. 26; 16; (2020); p. 3504 - 3508;",CC1(CC[N+](=O)[O-])C(=O)CCC1=O.O=C1C=CCCC1>>CC1(CC([C@H]2CCCC(=O)C2)[N+](=O)[O-])C(=O)CCC1=O,2020
"Article; Townsend, Daniel; Shankland, Kenneth; Weymouth-Wilson, Alex; Komsta, Zofia; Evans, Tim; Cobb, Alexander J. A.; Chemistry - A European Journal; vol. 26; 16; (2020); p. 3504 - 3508;",O=C1C=CCCC1.O=C1CCC(=O)C1(CC[N+](=O)[O-])Cc1ccc(Cl)cc1>>O=C1CCC[C@H](C(CC2(Cc3ccc(Cl)cc3)C(=O)CCC2=O)[N+](=O)[O-])C1,2020
"Article; Xu, Xinyao; He, Yanmin; Zhou, Jingqi; Li, Xinjuan; Zhu, Bo; Chang, Junbiao; Journal of Organic Chemistry; vol. 85; 2; (2020); p. 574 - 584;",CC1=NN(c2ccccc2)C(=O)C1C.O=C(C=CC(F)(F)F)c1ccccc1>>CC1=NN(c2ccccc2)C(=O)[C@@]1(C)[C@H](CC(=O)c1ccccc1)C(F)(F)F,2020
"Article; Xu, Xinyao; He, Yanmin; Zhou, Jingqi; Li, Xinjuan; Zhu, Bo; Chang, Junbiao; Journal of Organic Chemistry; vol. 85; 2; (2020); p. 574 - 584;",CC1C(=O)N(c2ccccc2)N=C1c1ccccc1.Cc1ccc(C(=O)C=CC(F)(F)F)cc1>>Cc1ccc(C(=O)C[C@H](C(F)(F)F)[C@]2(C)C(=O)N(c3ccccc3)N=C2c2ccccc2)cc1,2020
"Article; Hu, Liangjian; Lin, Shaoxia; Li, Shiwu; Kang, Qiang; Du, Yu; ChemCatChem; vol. 12; 1; (2020); p. 118 - 121;",CC(=C(C#N)C#N)c1ccccc1.CCOC(=O)C=CC(=O)c1nccn1C>>CCOC(=O)[C@@H](CC(=O)c1nccn1C)CC(=C(C#N)C#N)c1ccccc1,2020
"Article; Patel, Bhisma K.; Rakshit, Amitava; Kumar, Prashant; Alam, Tipu; Dhara, Hirendranath; Journal of Organic Chemistry; vol. 85; 19; (2020); p. 12482 - 12504;",COc1ccc(C=CC(=O)c2ccc([N+](=O)[O-])cc2)cc1.N#CCC#N>>COc1ccc(C(CC(=O)c2ccc([N+](=O)[O-])cc2)C(C#N)C#N)cc1,2020
"Article; Hu, Liangjian; Lin, Shaoxia; Li, Shiwu; Kang, Qiang; Du, Yu; ChemCatChem; vol. 12; 1; (2020); p. 118 - 121;",CC(=C(C#N)C#N)c1ccccc1.CC=CC(=O)c1nccn1C>>C[C@@H](CC(=O)c1nccn1C)CC(=C(C#N)C#N)c1ccccc1,2020
"Article; Hu, Liangjian; Lin, Shaoxia; Li, Shiwu; Kang, Qiang; Du, Yu; ChemCatChem; vol. 12; 1; (2020); p. 118 - 121;",CC(=C(C#N)C#N)c1ccccc1.Cc1ccccc1C=CC(=O)c1nccn1C>>Cc1ccccc1[C@@H](CC(=O)c1nccn1C)CC(=C(C#N)C#N)c1ccccc1,2020
"Article; Hu, Liangjian; Lin, Shaoxia; Li, Shiwu; Kang, Qiang; Du, Yu; ChemCatChem; vol. 12; 1; (2020); p. 118 - 121;",CC(=C(C#N)C#N)c1ccc(-c2ccccc2)cc1.Cn1ccnc1C(=O)C=Cc1ccccc1>>Cn1ccnc1C(=O)C[C@@H](CC(=C(C#N)C#N)c1ccc(-c2ccccc2)cc1)c1ccccc1,2020
"Article; Hu, Liangjian; Lin, Shaoxia; Li, Shiwu; Kang, Qiang; Du, Yu; ChemCatChem; vol. 12; 1; (2020); p. 118 - 121;",CC(=C(C#N)C#N)c1cccc(Br)c1.Cn1ccnc1C(=O)C=Cc1ccccc1>>Cn1ccnc1C(=O)C[C@@H](CC(=C(C#N)C#N)c1cccc(Br)c1)c1ccccc1,2020
"Article; Hu, Liangjian; Lin, Shaoxia; Li, Shiwu; Kang, Qiang; Du, Yu; ChemCatChem; vol. 12; 1; (2020); p. 118 - 121;",CC(=C(C#N)C#N)c1ccc(Br)cc1.Cn1ccnc1C(=O)C=Cc1ccccc1>>Cn1ccnc1C(=O)C[C@@H](CC(=C(C#N)C#N)c1ccc(Br)cc1)c1ccccc1,2020
"Article; Hu, Liangjian; Lin, Shaoxia; Li, Shiwu; Kang, Qiang; Du, Yu; ChemCatChem; vol. 12; 1; (2020); p. 118 - 121;",CC(=C(C#N)C#N)c1ccc(Cl)cc1.Cn1ccnc1C(=O)C=Cc1ccccc1>>Cn1ccnc1C(=O)C[C@@H](CC(=C(C#N)C#N)c1ccc(Cl)cc1)c1ccccc1,2020
"Article; Khade, Amol B.; Boshoff, Helena I. M.; Arora, Kriti; Vandana; Verma, Ruchi; Shenoy, G. Gautham; Structural Chemistry; vol. 31; 3; (2020); p. 983 - 998;",C[N+](=O)[O-].Cc1ccc(C(=O)C=Cc2ccc(Oc3ccccc3)c(O)c2)cc1>>Cc1ccc(C(=O)CC(C[N+](=O)[O-])c2ccc(Oc3ccccc3)c(O)c2)cc1,2020
"Article; Xu, Xinyao; He, Yanmin; Zhou, Jingqi; Li, Xinjuan; Zhu, Bo; Chang, Junbiao; Journal of Organic Chemistry; vol. 85; 2; (2020); p. 574 - 584;",CC1C(=O)N(c2ccccc2)N=C1c1ccccc1.O=C(C=CC(F)(F)F)c1ccco1>>C[C@@]1([C@H](CC(=O)c2ccco2)C(F)(F)F)C(=O)N(c2ccccc2)N=C1c1ccccc1,2020
"Article; Asahina, Yoshikazu; Wurtz, Nicholas R.; Arakawa, Kazuto; Carson, Nancy; Fujii, Kiyoshi; Fukuchi, Kazunori; Garcia, Ricardo; Hsu, Mei-Yin; Ishiyama, Junichi; Ito, Bruce; Kick, Ellen; Lupisella, John; Matsushima, Shingo; Ohata, Kohei; Ostrowski, Jacek; Saito, Yoshifumi; Tsuda, Kosuke; Villarreal, Francisco; Yamada, Hitomi; Yamaoka, Toshikazu; Wexler, Ruth; Gordon, David; Kohno, Yasushi; Journal of Medicinal Chemistry; vol. 63; 17; (2020); p. 9003 - 9019;",CCc1cc(F)c(/C=C/[N+](=O)[O-])c(F)c1.COC(=O)CC(=O)OC>>CCc1cc(F)c([C@H](C[N+](=O)[O-])C(C(=O)OC)C(=O)OC)c(F)c1,2020
"Article; Kozma, Viktoria; Fueloep, Ferenc; Sz?ll?si, Gyoergy; Advanced Synthesis and Catalysis; vol. 362; 12; (2020); p. 2444 - 2458;",CC(C)C=O.CCN1C(=O)C=CC1=O>>CCN1C(=O)C[C@H](C(C)(C)C=O)C1=O,2020
"Article; Asahina, Yoshikazu; Wurtz, Nicholas R.; Arakawa, Kazuto; Carson, Nancy; Fujii, Kiyoshi; Fukuchi, Kazunori; Garcia, Ricardo; Hsu, Mei-Yin; Ishiyama, Junichi; Ito, Bruce; Kick, Ellen; Lupisella, John; Matsushima, Shingo; Ohata, Kohei; Ostrowski, Jacek; Saito, Yoshifumi; Tsuda, Kosuke; Villarreal, Francisco; Yamada, Hitomi; Yamaoka, Toshikazu; Wexler, Ruth; Gordon, David; Kohno, Yasushi; Journal of Medicinal Chemistry; vol. 63; 17; (2020); p. 9003 - 9019;",CCOc1cc(F)c(/C=C/[N+](=O)[O-])c(F)c1.COC(=O)CC(=O)OC>>CCOc1cc(F)c([C@H](C[N+](=O)[O-])C(C(=O)OC)C(=O)OC)c(F)c1,2020
"Article; Kozma, Viktoria; Fueloep, Ferenc; Sz?ll?si, Gyoergy; Advanced Synthesis and Catalysis; vol. 362; 12; (2020); p. 2444 - 2458;",CC(C)=O.CN1C(=O)C=CC1=O>>CC(=O)C[C@@H]1CC(=O)N(C)C1=O,2020
"Article; Hu, Liangjian; Lin, Shaoxia; Li, Shiwu; Kang, Qiang; Du, Yu; ChemCatChem; vol. 12; 1; (2020); p. 118 - 121;",CC(=C(C#N)C#N)c1ccc2ccccc2c1.Cn1ccnc1C(=O)C=Cc1ccccc1>>Cn1ccnc1C(=O)C[C@@H](CC(=C(C#N)C#N)c1ccc2ccccc2c1)c1ccccc1,2020
"Article; Kozma, Viktoria; Fueloep, Ferenc; Sz?ll?si, Gyoergy; Advanced Synthesis and Catalysis; vol. 362; 12; (2020); p. 2444 - 2458;",CC(=O)/C=C/c1ccccc1.C[N+](=O)[O-]>>CC(=O)C[C@H](C[N+](=O)[O-])c1ccccc1,2020
"Article; Daniliuc, Constantin G.; Grimme, Stefan; Huber, Alexander; Jansen, Dennis; Niemeyer, Jochen; Pairault, Noel; Zhu, Hui; Angewandte Chemie - International Edition; vol. 59; 13; (2020); p. 5102 - 5107; Angew. Chem.; vol. 132; 13; (2020); p. 5140 - 5145,6;",CCOC(=O)CC(=O)OCC.COc1ccc(C=CC=O)cc1>>CCOC(=O)C(C(=O)OCC)C(CC=O)c1ccc(OC)cc1,2020
"Article; Asahina, Yoshikazu; Wurtz, Nicholas R.; Arakawa, Kazuto; Carson, Nancy; Fujii, Kiyoshi; Fukuchi, Kazunori; Garcia, Ricardo; Hsu, Mei-Yin; Ishiyama, Junichi; Ito, Bruce; Kick, Ellen; Lupisella, John; Matsushima, Shingo; Ohata, Kohei; Ostrowski, Jacek; Saito, Yoshifumi; Tsuda, Kosuke; Villarreal, Francisco; Yamada, Hitomi; Yamaoka, Toshikazu; Wexler, Ruth; Gordon, David; Kohno, Yasushi; Journal of Medicinal Chemistry; vol. 63; 17; (2020); p. 9003 - 9019;",COC(=O)CC(=O)OC.O=[N+]([O-])C=Cc1ccc(Cl)cc1F>>COC(=O)C(C(=O)OC)[C@@H](C[N+](=O)[O-])c1ccc(Cl)cc1F,2020
"Article; Asahina, Yoshikazu; Wurtz, Nicholas R.; Arakawa, Kazuto; Carson, Nancy; Fujii, Kiyoshi; Fukuchi, Kazunori; Garcia, Ricardo; Hsu, Mei-Yin; Ishiyama, Junichi; Ito, Bruce; Kick, Ellen; Lupisella, John; Matsushima, Shingo; Ohata, Kohei; Ostrowski, Jacek; Saito, Yoshifumi; Tsuda, Kosuke; Villarreal, Francisco; Yamada, Hitomi; Yamaoka, Toshikazu; Wexler, Ruth; Gordon, David; Kohno, Yasushi; Journal of Medicinal Chemistry; vol. 63; 17; (2020); p. 9003 - 9019;",COC(=O)CC(=O)OC.COc1cnc(/C=C/[N+](=O)[O-])c(F)c1>>COC(=O)C(C(=O)OC)[C@H](C[N+](=O)[O-])c1ncc(OC)cc1F,2020
"Article; Asahina, Yoshikazu; Wurtz, Nicholas R.; Arakawa, Kazuto; Carson, Nancy; Fujii, Kiyoshi; Fukuchi, Kazunori; Garcia, Ricardo; Hsu, Mei-Yin; Ishiyama, Junichi; Ito, Bruce; Kick, Ellen; Lupisella, John; Matsushima, Shingo; Ohata, Kohei; Ostrowski, Jacek; Saito, Yoshifumi; Tsuda, Kosuke; Villarreal, Francisco; Yamada, Hitomi; Yamaoka, Toshikazu; Wexler, Ruth; Gordon, David; Kohno, Yasushi; Journal of Medicinal Chemistry; vol. 63; 17; (2020); p. 9003 - 9019;",COC(=O)CC(=O)OC.O=[N+]([O-])/C=C/c1c(F)cc(O)cc1F>>COC(=O)C(C(=O)OC)[C@@H](C[N+](=O)[O-])c1c(F)cc(O)cc1F,2020
"Article; Hu, Liangjian; Lin, Shaoxia; Li, Shiwu; Kang, Qiang; Du, Yu; ChemCatChem; vol. 12; 1; (2020); p. 118 - 121;",CC(=C(C#N)C#N)c1ccc(C)c(C)c1.Cn1ccnc1C(=O)C=Cc1ccccc1>>Cc1ccc(C(C[C@H](CC(=O)c2nccn2C)c2ccccc2)=C(C#N)C#N)cc1C,2020
"Article; Chang, Fengwei; Cheng, Tanyu; Liu, Guohua; Wang, Lijian; Wang, Shitong; Zhao, Zhitong; ACS Catalysis; vol. 10; 18; (2020); p. 10381 - 10389;",C=CC(=O)c1ccc(Cl)cc1.CC([N+](=O)[O-])S(=O)(=O)c1ccccc1>>C[C@](CCC(=O)c1ccc(Cl)cc1)([N+](=O)[O-])S(=O)(=O)c1ccccc1,2020
"Article; Khade, Amol B.; Boshoff, Helena I. M.; Arora, Kriti; Vandana; Verma, Ruchi; Shenoy, G. Gautham; Structural Chemistry; vol. 31; 3; (2020); p. 983 - 998;",C[N+](=O)[O-].Cc1ccccc1C(=O)C=Cc1ccc(Oc2ccccc2)c(O)c1>>Cc1ccccc1C(=O)CC(C[N+](=O)[O-])c1ccc(Oc2ccccc2)c(O)c1,2020
"Article; Chang, Fengwei; Cheng, Tanyu; Liu, Guohua; Wang, Lijian; Wang, Shitong; Zhao, Zhitong; ACS Catalysis; vol. 10; 18; (2020); p. 10381 - 10389;",C=CC(=O)c1ccccc1F.CC([N+](=O)[O-])S(=O)(=O)c1ccccc1>>C[C@](CCC(=O)c1ccccc1F)([N+](=O)[O-])S(=O)(=O)c1ccccc1,2020
"Article; Hu, Liangjian; Lin, Shaoxia; Li, Shiwu; Kang, Qiang; Du, Yu; ChemCatChem; vol. 12; 1; (2020); p. 118 - 121;",CC(=C(C#N)C#N)c1ccccc1.Cc1ccc(C=CC(=O)c2nccn2C)cc1>>Cc1ccc([C@@H](CC(=O)c2nccn2C)CC(=C(C#N)C#N)c2ccccc2)cc1,2020
"Article; Chang, Fengwei; Cheng, Tanyu; Liu, Guohua; Wang, Lijian; Wang, Shitong; Zhao, Zhitong; ACS Catalysis; vol. 10; 18; (2020); p. 10381 - 10389;",C=CC(=O)c1cccc(F)c1.CC([N+](=O)[O-])S(=O)(=O)c1ccccc1>>C[C@](CCC(=O)c1cccc(F)c1)([N+](=O)[O-])S(=O)(=O)c1ccccc1,2020
"Article; Chang, Fengwei; Cheng, Tanyu; Liu, Guohua; Wang, Lijian; Wang, Shitong; Zhao, Zhitong; ACS Catalysis; vol. 10; 18; (2020); p. 10381 - 10389;",C=CC(=O)c1ccccc1.CC([N+](=O)[O-])S(=O)(=O)c1ccccc1>>C[C@](CCC(=O)c1ccccc1)([N+](=O)[O-])S(=O)(=O)c1ccccc1,2020
"Article; Daniliuc, Constantin G.; Grimme, Stefan; Huber, Alexander; Jansen, Dennis; Niemeyer, Jochen; Pairault, Noel; Zhu, Hui; Angewandte Chemie - International Edition; vol. 59; 13; (2020); p. 5102 - 5107; Angew. Chem.; vol. 132; 13; (2020); p. 5140 - 5145,6;",CCOC(=O)CC(=O)OCC.O=CC=Cc1ccc([N+](=O)[O-])cc1>>CCOC(=O)C(C(=O)OCC)C(CC=O)c1ccc([N+](=O)[O-])cc1,2020
"Article; Asahina, Yoshikazu; Wurtz, Nicholas R.; Arakawa, Kazuto; Carson, Nancy; Fujii, Kiyoshi; Fukuchi, Kazunori; Garcia, Ricardo; Hsu, Mei-Yin; Ishiyama, Junichi; Ito, Bruce; Kick, Ellen; Lupisella, John; Matsushima, Shingo; Ohata, Kohei; Ostrowski, Jacek; Saito, Yoshifumi; Tsuda, Kosuke; Villarreal, Francisco; Yamada, Hitomi; Yamaoka, Toshikazu; Wexler, Ruth; Gordon, David; Kohno, Yasushi; Journal of Medicinal Chemistry; vol. 63; 17; (2020); p. 9003 - 9019;",COC(=O)CC(=O)OC.COc1cc(F)c(/C=C/[N+](=O)[O-])cc1F>>COC(=O)C(C(=O)OC)[C@@H](C[N+](=O)[O-])c1cc(F)c(OC)cc1F,2020
"Article; Hirahama, Toshiya; Shoji, Mitsuru; Umezawa, Misaki; Tetrahedron Letters; (2020);",C/C=C/C(=O)O.N#CC(C#N)c1ccccc1>>CC(CC(=O)O)C(C#N)(C#N)c1ccccc1,2020
"Article; Hirahama, Toshiya; Shoji, Mitsuru; Umezawa, Misaki; Tetrahedron Letters; (2020);",CC=CC(=O)N1CCCCC1.N#CC(C#N)c1ccccc1>>CC(CC(=O)N1CCCCC1)C(C#N)(C#N)c1ccccc1,2020
"Article; Hirahama, Toshiya; Shoji, Mitsuru; Umezawa, Misaki; Tetrahedron Letters; (2020);",CC=CC(N)=O.N#CC(C#N)c1ccccc1>>CC(CC(N)=O)C(C#N)(C#N)c1ccccc1,2020
"Article; Hirahama, Toshiya; Shoji, Mitsuru; Umezawa, Misaki; Tetrahedron Letters; (2020);",CC=CC(C)=O.N#CC(C#N)c1ccccc1>>CC(=O)CC(C)C(C#N)(C#N)c1ccccc1,2020
"Article; Hu, Liangjian; Lin, Shaoxia; Li, Shiwu; Kang, Qiang; Du, Yu; ChemCatChem; vol. 12; 1; (2020); p. 118 - 121;",CC(=C(C#N)C#N)c1ccccc1.O=C(C=Cc1ccccc1)c1nccn1-c1ccccc1>>N#CC(C#N)=C(C[C@H](CC(=O)c1nccn1-c1ccccc1)c1ccccc1)c1ccccc1,2020
